Term,CRN,Subj,Num,Section,Title,Sched Type,Instructor,Units,Camp,Bldg,Room,Begin,End,Days,Start Date,End Date,Cap,Enrolled,Dept Desc,Faculty,Status
201905,31074,AE,303A,A01,CERAMICS WHEEL HAND TECHNIQUE,LEC,"Willms, Caren",1.5,M,MAC,A096,830,1050,TR,13-May-19,28-Jun-19,30,22,Curriculum and Instruction,ED,A
201905,31182,AE,303A,A02,CERAMICS WHEEL HAND TECHNIQUE,LEC,"Loria, Mary",1.5,M,MAC,A096,830,1050,TR,03-Jul-19,19-Aug-19,30,27,Curriculum and Instruction,ED,A
201905,31075,AE,305,A01,DRAWING,LEC,"Rasmussen, Regan",1.5,M,MAC,A195,1530,1750,TR,13-May-19,28-Jun-19,33,30,Curriculum and Instruction,ED,A
201905,31671,AE,305,A03,DRAWING,LEC,"Morey, Connie",1.5,M,MAC,A193,1530,1720,TR,13-May-19,28-Jun-19,32,31,Curriculum and Instruction,ED,A
201905,31269,AE,305,A02,DRAWING,LEC,"Percy, Ingrid",1.5,M,MAC,A094,1230,1420,MTWRF,03-Jul-19,25-Jul-19,33,31,Curriculum and Instruction,ED,A
201905,31251,AE,306,A01,PAINTING,LEC,"Karrow, Sheila",1.5,M,MAC,A195,830,1020,MTWRF,06-Jun-19,28-Jun-19,33,29,Curriculum and Instruction,ED,A
201905,31686,AE,306,A02,PAINTING,LEC,"Hellner, Rachel",1.5,M,MAC,A193,830,1020,MTWRF,06-Jun-19,28-Jun-19,32,29,Curriculum and Instruction,ED,A
201905,31307,AE,307,A02,PRINTMAKING,LEC,"Hibbard, Karen",1.5,M,MAC,A094,1230,1420,MTWRF,26-Jul-19,19-Aug-19,33,28,Curriculum and Instruction,ED,A
201905,31225,AE,307,A01,PRINTMAKING,LEC,"Hellner, Rachel",1.5,M,MAC,A094,1230,1420,MTWRF,13-May-19,05-Jun-19,33,34,Curriculum and Instruction,ED,A
201905,31076,AE,308,A01,SCULPTURE,LEC,"Burgoyne, Claire",1.5,M,MAC,A195,1330,1550,MW,13-May-19,28-Jun-19,33,25,Curriculum and Instruction,ED,A
201905,31077,AE,309,A01,INTRO CERAMIC HAND TECHNIQUE,LEC,"Loria, Mary",1.5,M,MAC,A096,1330,1550,TR,13-May-19,28-Jun-19,30,29,Curriculum and Instruction,ED,A
201905,31183,AE,309,A02,INTRO CERAMIC HAND TECHNIQUE,LEC,"van Sickle, Jane",1.5,M,MAC,A096,1330,1550,TR,03-Jul-19,19-Aug-19,30,29,Curriculum and Instruction,ED,A
201905,31078,AE,310,A01,INTRO TO APPLIED DESIGN,LEC,"Tandon, Shruti",1.5,M,MAC,A193,1030,1250,WF,13-May-19,28-Jun-19,33,26,Curriculum and Instruction,ED,A
201905,31080,AE,319,A02,PHOTOGRAPHY,LEC,"Nicholson, Tara",1.5,M,MAC,A094,1530,1750,WF,13-May-19,28-Jun-19,33,28,Curriculum and Instruction,ED,A
201905,31184,AE,319,A03,PHOTOGRAPHY,LEC,"Geen, Emily",1.5,M,MAC,A094,1530,1750,TR,03-Jul-19,19-Aug-19,33,31,Curriculum and Instruction,ED,A
201905,31185,AE,319,A04,PHOTOGRAPHY,LEC,"Hibbard, Karen",1.5,M,MAC,A094,1530,1750,WF,03-Jul-19,19-Aug-19,33,33,Curriculum and Instruction,ED,A
201905,31079,AE,319,A01,PHOTOGRAPHY,LEC,"Nicholson, Tara",1.5,M,MAC,A094,830,1050,TR,13-May-19,28-Jun-19,33,30,Curriculum and Instruction,ED,A
201905,31270,AE,322,A02,DIGITAL ARTS,LEC,"Mills, Melissa",1.5,M,MAC,D211,1030,1220,MTWRF,03-Jul-19,25-Jul-19,30,29,Curriculum and Instruction,ED,A
201905,31081,AE,322,A01,DIGITAL ARTS,LEC,"Jarvis, Doug",1.5,M,MAC,D211,930,1150,WF,13-May-19,28-Jun-19,30,26,Curriculum and Instruction,ED,A
201905,30020,AGEI,473,A01,CHRONIC DISEASE AND AGEING,LEC,"McGowan, Patrick",1.5,OFF,,,,,,06-May-19,02-Aug-19,25,19,Public Health & Social Policy,HS,A
201905,31226,AHVS,300A,A01,MASTERPIECES: ART+ARCHITECTURE,LEC,"Dudley, Dennine",1.5,M,FIA,103,1030,1220,MTWRF,13-May-19,05-Jun-19,50,35,Art History & Visual Studies,FA,A
201905,31227,AHVS,310D,A01,ENVIRONMENTAL ART,LEC,"Dudley, Dennine",1.5,M,FIA,103,1230,1420,MTWRF,13-May-19,05-Jun-19,50,31,Art History & Visual Studies,FA,A
201905,31228,AHVS,363,A01,CINEMA+MODERN ART MOVEMENTS,LEC,"Parry, Mitch",1.5,M,FIA,103,1430,1620,MTWRF,13-May-19,05-Jun-19,50,39,Art History & Visual Studies,FA,A
201905,31727,AHVS,390,A01,DIRECTED STUDIES,L01,"McLarty, Lianne",1.5,M,,,,,,06-May-19,02-Aug-19,1,1,Art History & Visual Studies,FA,A
201905,31743,AHVS,390,A02,DIRECTED STUDIES,L02,"Belli, Melia",1.5,M,,,,,,06-May-19,02-Aug-19,1,1,Art History & Visual Studies,FA,A
201905,31252,AHVS,392,A01,SPECIAL TOPICS IN AHVS,L01,"Parry, Mitch",1.5,M,FIA,103,1230,1420,MTWRF,06-Jun-19,28-Jun-19,50,45,Art History & Visual Studies,FA,A
201905,31434,AHVS,488V,A01,MUSEUMS: LEARNING ENVIRONMENTS,LEC,"Clover, Darlene",1.5,VIC,FIA,108,900,1620,MTWRFS,10-Jun-19,15-Jun-19,18,14,Art History & Visual Studies,FA,A
201905,31388,AHVS,488W,A01,SOCIAL ENGAGEMENT,LEC,"Matelic, Candace",1.5,ONL,,,,,,06-May-19,11-Aug-19,25,10,Art History & Visual Studies,FA,A
201905,31545,AHVS,489K,A01,HERITAGE CONSERVATN IN CONTEXT,LEC,"Fraser, Sean",1.5,ONL,,,,,,06-May-19,11-Aug-19,25,9,Art History & Visual Studies,FA,A
201905,30021,AHVS,491B,A01,PRACTICUM:CULTRL RSOUCE MNGMNT,LEC,"Reitsma, Maxine",1.5,OFF,,,,,,06-May-19,02-Aug-19,8,0,Art History & Visual Studies,FA,A
201905,31830,AHVS,491B,A03,PRACTICUM:CULTRL RSOUCE MNGMNT,LEC,"Reitsma, Maxine",3,VIC,,,,,,01-Jun-19,30-Sep-19,3,0,Art History & Visual Studies,FA,A
201905,31553,AHVS,491B,A02,PRACTICUM:CULTRL RSOUCE MNGMNT,LEC,"Reitsma, Maxine",3,OFF,,,,,,06-May-19,02-Aug-19,3,1,Art History & Visual Studies,FA,A
201905,31859,AHVS,590,A02,DIRECTED STUDIES MA LEVEL,L02,"Belli, Melia; Wright, Astri",1.5,M,,,,,,06-May-19,02-Aug-19,1,1,Art History & Visual Studies,FA,A
201905,31811,AHVS,590,A01,DIRECTED STUDIES MA LEVEL,L01,"Antliff, Allan",1.5,M,,,,,,06-May-19,02-Aug-19,1,1,Art History & Visual Studies,FA,A
201905,30022,AHVS,598,A01,RESEARCH PAPER,LEC,TBD,4.5,M,,,,,,06-May-19,02-Aug-19,100,10,Art History & Visual Studies,FA,A
201905,30023,AHVS,598,A02,RESEARCH PAPER,LEC,TBD,4.5,OFF,,,,,,06-May-19,02-Aug-19,100,1,Art History & Visual Studies,FA,A
201905,30025,AHVS,693,A02,CANDIDACY EXAM,LEC,TBD,3,OFF,,,,,,06-May-19,02-Aug-19,100,2,Art History & Visual Studies,FA,A
201905,30024,AHVS,693,A01,CANDIDACY EXAM,LEC,TBD,3,M,,,,,,06-May-19,02-Aug-19,100,1,Art History & Visual Studies,FA,A
201905,30027,AHVS,699,A02,PHD DISSERTATION,LEC,TBD,30,OFF,,,,,,06-May-19,02-Aug-19,100,1,Art History & Visual Studies,FA,A
201905,30026,AHVS,699,A01,PHD DISSERTATION,LEC,TBD,30,M,,,,,,06-May-19,02-Aug-19,100,6,Art History & Visual Studies,FA,A
201905,30858,ANTH,1,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,4,Anthropology,SS,A
201905,30859,ANTH,2,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,1,Anthropology,SS,A
201905,30860,ANTH,3,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,1,Anthropology,SS,A
201905,30861,ANTH,4,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,0,Anthropology,SS,A
201905,30862,ANTH,5,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,0,Anthropology,SS,A
201905,31083,ANTH,100,T01,INTRO TO ANTH,TUT,TBD,0,M,COR,B145,1030,1120,F,13-May-19,28-Jun-19,25,19,Anthropology,SS,A
201905,31084,ANTH,100,T02,INTRO TO ANTH,TUT,TBD,0,M,COR,B145,1130,1220,F,13-May-19,28-Jun-19,25,19,Anthropology,SS,A
201905,31082,ANTH,100,A01,INTRO TO ANTH,LEC,"McGuire, Erin",1.5,M,ELL,61,1030,1220,MW,13-May-19,28-Jun-19,50,39,Anthropology,SS,A
201905,31187,ANTH,200,T01,CULTURAL AND SOCIAL ANTH,TUT,TBD,0,M,COR,B111,1230,1320,TR,03-Jul-19,19-Aug-19,50,27,Anthropology,SS,A
201905,31186,ANTH,200,A01,CULTURAL AND SOCIAL ANTH,LEC,"Specker, Sharonne",1.5,M,COR,B111,1030,1220,TR,03-Jul-19,19-Aug-19,50,28,Anthropology,SS,A
201905,31085,ANTH,319,A01,ARCHAEOLOGY + BIOLOGICAL ANTH,LEC,"Calce, Stephanie",1.5,M,COR,B235,1030,1250,TR,13-May-19,28-Jun-19,45,14,Anthropology,SS,A
201905,31472,ANTH,343,A01,ARCHAEOLOGIC FIELD TECH,LEC,"McKechnie, Iain",1.5,OFF,,,,,,01-Jul-19,20-Jul-19,13,13,Anthropology,SS,A
201905,31498,ANTH,344,A01,REGIONAL TPCS:ARCHAEOLOGY,L01,"McKechnie, Iain",1.5,BAM,,,,,,22-Jul-19,09-Aug-19,13,14,Anthropology,SS,A
201905,31189,ANTH,352,B01,HUMAN OSTEOLOGY,LAB,TBD,0,M,COR,B250,1800,1950,WR,03-Jul-19,19-Aug-19,20,8,Anthropology,SS,A
201905,31190,ANTH,352,B02,HUMAN OSTEOLOGY,LAB,TBD,0,M,COR,B250,1500,1650,WR,03-Jul-19,19-Aug-19,20,10,Anthropology,SS,A
201905,31188,ANTH,352,A01,HUMAN OSTEOLOGY,LEC,"Donaldson, Ranald",1.5,M,HHB,116,1800,1950,MT,03-Jul-19,19-Aug-19,40,18,Anthropology,SS,A
201905,31308,ANTH,392,A01,ARCHAEOLOGY,L01,"Mathewson, Margaret",1.5,M,COR,B235,900,1150,MTWRF,01-Aug-19,19-Aug-19,15,15,Anthropology,SS,A
201905,31619,ANTH,393,A01,CULTURAL ANTHROPOLOGY,L01,"Specker, Sharonne",1.5,M,COR,A129,1230,1420,MWF,13-May-19,28-Jun-19,50,20,Anthropology,SS,A
201905,31271,ANTH,394,A01,BIOLOGICAL ANTHROPOLOGY,L01,"Calce, Stephanie",1.5,M,COR,B235,900,1350,MWF,03-Jul-19,25-Jul-19,24,15,Anthropology,SS,A
201905,31086,ANTH,395,A01,METHOD AND THEORY,L01,"Fletcher, Sarah",1.5,M,COR,B107,1430,1520,F,13-May-19,28-Jun-19,45,17,Anthropology,SS,A
201905,31086,ANTH,395,A01,METHOD AND THEORY,L01,"Fletcher, Sarah",1.5,M,COR,B107,1430,1620,TR,13-May-19,28-Jun-19,45,17,Anthropology,SS,A
201905,31087,ANTH,398,A01,LIFE+DEATH IN THE VIKING WORLD,LEC,"McGuire, Erin",1.5,M,COR,A129,1430,1620,MW,13-May-19,28-Jun-19,50,37,Anthropology,SS,A
201905,31812,ANTH,492,A01,DIR S IN ANTH: ARCHAEOLGY,LEC,"Nowell, April",1.5,OFF,,,,,,13-May-19,28-Jun-19,1,1,Anthropology,SS,A
201905,31793,ANTH,493,A01,DIR S IN ANTH:CULT ANTH,LEC,"Fletcher, Sarah",1.5,M,,,,,,13-May-19,28-Jun-19,1,1,Anthropology,SS,A
201905,31570,ANTH,597,A01,THESIS PROPOSAL DEVELOPMENT,LEC,TBD,3,M,,,,,,06-May-19,21-Aug-19,25,3,Anthropology,SS,A
201905,31571,ANTH,597,A02,THESIS PROPOSAL DEVELOPMENT,LEC,TBD,3,OFF,,,,,,06-May-19,21-Aug-19,25,1,Anthropology,SS,A
201905,31572,ANTH,598,A01,COMPREHENSIVE EXAMINATION,LEC,TBD,0,M,,,,,,06-May-19,21-Aug-19,25,0,Anthropology,SS,A
201905,31573,ANTH,598,A02,COMPREHENSIVE EXAMINATION,LEC,TBD,0,OFF,,,,,,06-May-19,21-Aug-19,25,0,Anthropology,SS,A
201905,31575,ANTH,599,A02,THESIS,LEC,TBD,7.5,OFF,,,,,,06-May-19,21-Aug-19,25,1,Anthropology,SS,A
201905,31574,ANTH,599,A01,THESIS,LEC,TBD,7.5,M,,,,,,06-May-19,21-Aug-19,25,3,Anthropology,SS,A
201905,31576,ANTH,693,A01,PHD CANDIDACY EXAMINATION,LEC,TBD,3,M,,,,,,06-May-19,21-Aug-19,25,4,Anthropology,SS,A
201905,31577,ANTH,693,A02,PHD CANDIDACY EXAMINATION,LEC,TBD,3,OFF,,,,,,06-May-19,21-Aug-19,25,0,Anthropology,SS,A
201905,31579,ANTH,699,A02,DISSERTATION,LEC,TBD,20,OFF,,,,,,06-May-19,21-Aug-19,25,6,Anthropology,SS,A
201905,31578,ANTH,699,A01,DISSERTATION,LEC,TBD,20,M,,,,,,06-May-19,21-Aug-19,25,3,Anthropology,SS,A
201905,31783,ANTH,801,W01,CO-OP WORK TERM,WRK,TBD,3,OFF,,,,,,06-May-19,16-Aug-19,25,1,Anthropology,SS,A
201905,31679,ART,141,A03,INTRO CONTEMP ART PHOTO,LEC,"Liu, Yang",1.5,PW,VIA,A146,930,1150,MTWRF,06-Aug-19,23-Aug-19,15,1,Visual Arts,FA,A
201905,31678,ART,141,A02,INTRO CONTEMP ART PHOTO,LEC,"Liu, Yang",1.5,M,VIA,A146,930,1150,MTWRF,06-Aug-19,23-Aug-19,15,13,Visual Arts,FA,A
201905,31409,ART,351,A01,SPECIAL STUDIES,LEC,"Barrow, Daniel",3,M,VIA,A162,930,1220,MTWRF,13-May-19,14-Jun-19,25,14,Visual Arts,FA,A
201905,30029,ART,570,A02,INDEPENDENT STUDY,LEC,"Richardson, Kelly",3,OFF,,,,,,06-May-19,02-Aug-19,3,1,Visual Arts,FA,A
201905,30028,ART,570,A01,INDEPENDENT STUDY,LEC,"Richardson, Kelly",3,M,,,,,,06-May-19,02-Aug-19,7,3,Visual Arts,FA,A
201905,30030,ART,598,A01,M F A DEGREE EXHIBITION,LEC,TBD,0,M,,,,,,06-May-19,02-Aug-19,6,2,Visual Arts,FA,A
201905,30031,ART,598,A02,M F A DEGREE EXHIBITION,LEC,TBD,0,OFF,,,,,,06-May-19,02-Aug-19,6,0,Visual Arts,FA,A
201905,31373,ASTR,101,A01,EXPLORING THE NIGHT SKY,LEC,"Casteels, Kevin",1.5,M,ELL,167,1030,1150,TWF,06-May-19,28-Jun-19,80,63,Physics and Astronomy,SC,A
201905,31374,ASTR,101,B01,EXPLORING THE NIGHT SKY,LAB,TBD,0,M,BWC,A111,1430,1720,T,06-May-19,28-Jun-19,16,9,Physics and Astronomy,SC,A
201905,31378,ASTR,101,B05,EXPLORING THE NIGHT SKY,LAB,TBD,0,M,BWC,A111,1830,2120,T,06-May-19,28-Jun-19,16,15,Physics and Astronomy,SC,A
201905,31376,ASTR,101,B03,EXPLORING THE NIGHT SKY,LAB,TBD,0,M,BWC,A111,1430,1720,R,06-May-19,28-Jun-19,16,15,Physics and Astronomy,SC,A
201905,31377,ASTR,101,B04,EXPLORING THE NIGHT SKY,LAB,TBD,0,M,BWC,A111,1830,2120,W,06-May-19,28-Jun-19,16,13,Physics and Astronomy,SC,A
201905,31375,ASTR,101,B02,EXPLORING THE NIGHT SKY,LAB,TBD,0,M,BWC,A111,1430,1720,W,06-May-19,28-Jun-19,16,11,Physics and Astronomy,SC,A
201905,30863,BCMB,1,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,32,Biochemistry & Microbiology,SC,A
201905,30864,BCMB,2,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,22,Biochemistry & Microbiology,SC,A
201905,30865,BCMB,3,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,6,Biochemistry & Microbiology,SC,A
201905,30866,BCMB,4,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,11,Biochemistry & Microbiology,SC,A
201905,30867,BCMB,5,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,0,Biochemistry & Microbiology,SC,A
201905,30868,BCMB,6,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,0,Biochemistry & Microbiology,SC,A
201905,30869,BCMB,7,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,06-May-19,16-Aug-19,999,1,Biochemistry & Microbiology,SC,A
201905,31253,BCMB,298,B05,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,06-Jun-19,28-Jun-19,100,0,Biochemistry & Microbiology,SC,A
201905,31309,BCMB,298,B07,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,26-Jul-19,19-Aug-19,100,0,Biochemistry & Microbiology,SC,A
201905,31272,BCMB,298,B06,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,03-Jul-19,25-Jul-19,100,0,Biochemistry & Microbiology,SC,A
201905,30032,BCMB,298,B01,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,06-May-19,02-Aug-19,100,0,Biochemistry & Microbiology,SC,A
201905,31191,BCMB,298,B03,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,03-Jul-19,19-Aug-19,100,0,Biochemistry & Microbiology,SC,A
201905,31229,BCMB,298,B04,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,13-May-19,05-Jun-19,100,0,Biochemistry & Microbiology,SC,A
201905,31089,BCMB,298,B02,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,13-May-19,28-Jun-19,100,0,Biochemistry & Microbiology,SC,A
201905,31090,BCMB,301A,B01,LAB TECHNIQUES & PROJECTS I,GLB,"White, Adrienne; Keliher, Janice; Maffey, Allison",1.5,M,PCH,141,1300,1450,TR,13-May-19,28-Jun-19,24,27,Biochemistry & Microbiology,SC,A
201905,31090,BCMB,301A,B01,LAB TECHNIQUES & PROJECTS I,GLB,"White, Adrienne; Keliher, Janice; Maffey, Allison",1.5,M,PCH,141,1300,1650,MW,13-May-19,28-Jun-19,24,27,Biochemistry & Microbiology,SC,A
201905,31192,BCMB,301B,B01,LAB TECHNIQUES & PROJECTS II,GLB,"Keliher, Janice; Maffey, Allison; White, Adrienne",1.5,M,PCH,141,1300,1450,TR,03-Jul-19,19-Aug-19,24,26,Biochemistry & Microbiology,SC,A
201905,31192,BCMB,301B,B01,LAB TECHNIQUES & PROJECTS II,GLB,"Keliher, Janice; Maffey, Allison; White, Adrienne",1.5,M,PCH,141,1300,1650,MW,03-Jul-19,19-Aug-19,24,26,Biochemistry & Microbiology,SC,A
201905,31230,BCMB,398,B04,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,13-May-19,05-Jun-19,100,0,Biochemistry & Microbiology,SC,A
201905,31273,BCMB,398,B06,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,03-Jul-19,25-Jul-19,100,0,Biochemistry & Microbiology,SC,A
201905,31310,BCMB,398,B07,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,26-Jul-19,19-Aug-19,100,0,Biochemistry & Microbiology,SC,A
201905,30033,BCMB,398,B01,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,06-May-19,02-Aug-19,100,2,Biochemistry & Microbiology,SC,A
201905,31091,BCMB,398,B02,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,13-May-19,28-Jun-19,100,0,Biochemistry & Microbiology,SC,A
201905,31193,BCMB,398,B03,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,03-Jul-19,19-Aug-19,100,0,Biochemistry & Microbiology,SC,A
201905,31254,BCMB,398,B05,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,06-Jun-19,28-Jun-19,100,0,Biochemistry & Microbiology,SC,A
201905,31092,BCMB,406A,B01,RESEARCH LAB TECHNIQUES I,GLB,"Kerr, Valerie; Busby, Ellen; Wall, Erika",1.5,M,PCH,159,1230,1420,TR,13-May-19,28-Jun-19,20,24,Biochemistry & Microbiology,SC,A
201905,31092,BCMB,406A,B01,RESEARCH LAB TECHNIQUES I,GLB,"Kerr, Valerie; Busby, Ellen; Wall, Erika",1.5,M,PCH,159,1230,1720,MW,13-May-19,28-Jun-19,20,24,Biochemistry & Microbiology,SC,A
201905,31194,BCMB,406B,B01,RESEARCH LAB TECHNIQUES II,GLB,"Wall, Erika; Kerr, Valerie; Redpath, Stephen",1.5,M,PCH,159,1230,1420,TR,03-Jul-19,19-Aug-19,20,22,Biochemistry & Microbiology,SC,A
201905,31194,BCMB,406B,B01,RESEARCH LAB TECHNIQUES II,GLB,"Wall, Erika; Kerr, Valerie; Redpath, Stephen",1.5,M,PCH,159,1230,1720,MW,03-Jul-19,19-Aug-19,20,22,Biochemistry & Microbiology,SC,A
201905,31093,BCMB,498,B02,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,13-May-19,28-Jun-19,100,0,Biochemistry & Microbiology,SC,A
201905,31274,BCMB,498,B06,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,03-Jul-19,25-Jul-19,100,0,Biochemistry & Microbiology,SC,A
201905,30034,BCMB,498,B01,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,06-May-19,02-Aug-19,100,0,Biochemistry & Microbiology,SC,A
201905,31231,BCMB,498,B04,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,13-May-19,05-Jun-19,100,0,Biochemistry & Microbiology,SC,A
201905,31255,BCMB,498,B05,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,06-Jun-19,28-Jun-19,100,0,Biochemistry & Microbiology,SC,A
201905,31311,BCMB,498,B07,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,26-Jul-19,19-Aug-19,100,0,Biochemistry & Microbiology,SC,A
201905,31195,BCMB,498,B03,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,03-Jul-19,19-Aug-19,100,1,Biochemistry & Microbiology,SC,A
201905,30036,BCMB,693,A02,PHD CANDIDACY EXAMINATION,LEC,TBD,3,OFF,,,,,,06-May-19,21-Aug-19,100,0,Biochemistry & Microbiology,SC,A
201905,30035,BCMB,693,A01,PHD CANDIDACY EXAMINATION,LEC,TBD,3,M,,,,,,06-May-19,21-Aug-19,100,1,Biochemistry & Microbiology,SC,A
201905,31094,BIOC,300A,A01,GENERAL BIOCHEMISTRY I,LEC,"Briant, Douglas; Hobbs, Jo",1.5,M,ELL,62,1030,1220,TWF,13-May-19,28-Jun-19,75,53,Biochemistry & Microbiology,SC,A
