Term,CRN,Subj,Num,Section,Title,Sched Type,Instructor,Units,Camp,Bldg,Room,Begin,End,Days,Start Date,End Date,Cap,Enrolled,Dept Desc,Faculty,Status
202205,30871,ADMN,1,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,0,Public Administration,HS,A
202205,30001,ADMN,311,A01,INTRO TO PUBLIC ADMIN,LEC,"Ghadiri, Mohaddese",1.5,ONL,,,,,,04-May-22,29-Jul-22,17,13,Public Administration,HS,A
202205,30002,ADMN,312,A01,LEAD MANAGING PUBLIC&NONPROFIT,LEC,"Betiku, Tania",1.5,ONL,,,,,,04-May-22,29-Jul-22,35,14,Public Administration,HS,A
202205,30004,ADMN,411,A01,PUBLIC SECTOR PROJECT MNGMNT,LEC,"Vatne, Brian",1.5,ONL,,,,,,04-May-22,29-Jul-22,35,15,Public Administration,HS,A
202205,30005,ADMN,470,A01,CONTEMPORARY TOPICS:ADMN,L01,"Brunet-Jailly, Emmanuel",1.5,ONL,,,,,,04-May-22,29-Jul-22,25,0,Public Administration,HS,A
202205,31582,ADMN,477,A01,STRATEGIC PLAN+IMPLEMENTATION,LEC,"Hall, Jennifer",1.5,ONL,,,,,,04-May-22,29-Jul-22,35,9,Public Administration,HS,A
202205,30007,ADMN,509,A02,ECONOMICS FOR POLICY ANALYSIS,LEC,"Mokhtarzadeh, Fatemeh",1.5,ONL,,,,,,04-May-22,29-Jul-22,25,22,Public Administration,HS,A
202205,30006,ADMN,509,A01,ECONOMICS FOR POLICY ANALYSIS,LEC,"Rhodes, Katya",1.5,ONL,,,,,,04-May-22,29-Jul-22,25,25,Public Administration,HS,A
202205,30008,ADMN,512,A01,RESOURCE ACCOUNTABILITY,LEC,"Perez Pinan, Astrid",1.5,M,ECS,130,930,1220,W,04-May-22,29-Jul-22,25,21,Public Administration,HS,A
202205,30009,ADMN,523,A01,SPECIAL TOPICS IN PSM,L01,"Brunet-Jailly, Emmanuel",1.5,ONL,,,,,,04-May-22,29-Jul-22,15,1,Public Administration,HS,A
202205,30011,ADMN,550,A02,"STRATEGIC COMM'N, ENGAGEMENT",LEC,"Speers, Kimberly",1.5,ONL,,,,,,04-May-22,29-Jul-22,25,22,Public Administration,HS,A
202205,30010,ADMN,550,A01,"STRATEGIC COMM'N, ENGAGEMENT",LEC,"Speers, Kimberly",1.5,ONL,,,,,,04-May-22,29-Jul-22,25,25,Public Administration,HS,A
202205,30012,ADMN,557,A01,PUBLIC SECTOR RESEARCH METHODS,LEC,"Lepore, Walter",1.5,M,ECS,130,1300,1550,R,04-May-22,29-Jul-22,25,19,Public Administration,HS,A
202205,30014,ADMN,581,A02,QUANTITATIVE METHODS,LEC,"Hicks, Jason",1.5,ONL,,,,,,04-May-22,29-Jul-22,22,20,Public Administration,HS,A
202205,30013,ADMN,581,A01,QUANTITATIVE METHODS,LEC,"Hicks, Jason",1.5,ONL,,,,,,04-May-22,29-Jul-22,3,3,Public Administration,HS,A
202205,31816,ADMN,596,A01,EVALUATION PROJECT,LEC,TBD,3,ONL,,,,,,04-May-22,22-Aug-22,10,1,Public Administration,HS,A
202205,31793,ADMN,598,A02,MASTER'S PROJECT,LEC,TBD,4.5,OFF,,,,,,04-May-22,22-Aug-22,25,5,Public Administration,HS,A
202205,31792,ADMN,598,A01,MASTER'S PROJECT,LEC,TBD,4.5,M,,,,,,04-May-22,22-Aug-22,25,2,Public Administration,HS,A
202205,30015,ADMN,599,A01,MASTER'S THESIS,LEC,TBD,6,M,,,,,,04-May-22,29-Jul-22,150,29,Public Administration,HS,A
202205,30016,ADMN,599,A02,MASTER'S THESIS,LEC,TBD,6,ONL,,,,,,04-May-22,29-Jul-22,150,18,Public Administration,HS,A
202205,30017,ADMN,699,A01,DISSERTATION,LEC,TBD,30,M,,,,,,04-May-22,29-Jul-22,150,4,Public Administration,HS,A
202205,30018,ADMN,699,A02,DISSERTATION,LEC,TBD,30,ONL,,,,,,04-May-22,29-Jul-22,100,4,Public Administration,HS,A
202205,30872,ADMN,801,W01,CO-OP WORK TERM,WRK,TBD,3,OFF,,,,,,04-May-22,17-Aug-22,999,0,Public Administration,HS,A
202205,30873,ADMN,802,W01,CO-OP WORK TERM,WRK,TBD,3,OFF,,,,,,04-May-22,17-Aug-22,999,0,Public Administration,HS,A
202205,30874,ADMN,803,W01,CO-OP WORK TERM,WRK,TBD,3,OFF,,,,,,04-May-22,17-Aug-22,999,1,Public Administration,HS,A
202205,30875,ADMN,804,W01,CO-OP WORK TERM,WRK,TBD,3,OFF,,,,,,04-May-22,17-Aug-22,999,0,Public Administration,HS,A
202205,31095,AE,303A,A01,CERAMICS WHEEL HAND TECHNIQUE,LEC,"Loria, Mary",1.5,M,MAC,A096,830,1050,TR,09-May-22,24-Jun-22,30,22,Curriculum and Instruction,ED,A
202205,31223,AE,303A,A02,CERAMICS WHEEL HAND TECHNIQUE,LEC,"Loria, Mary",1.5,M,MAC,A096,830,1050,TR,04-Jul-22,19-Aug-22,30,28,Curriculum and Instruction,ED,A
202205,31097,AE,305,A02,DRAWING,LEC,"Morey, Connie",1.5,M,MAC,A195,1430,1650,TR,09-May-22,24-Jun-22,33,25,Curriculum and Instruction,ED,A
202205,31096,AE,305,A01,DRAWING,LEC,"Nicholson, Tara",1.5,M,MAC,A193,1430,1650,TR,09-May-22,24-Jun-22,33,32,Curriculum and Instruction,ED,A
202205,31321,AE,305,A03,DRAWING,LEC,"Tandon, Shruti",1.5,M,MAC,A193,830,1020,MTWRF,04-Jul-22,26-Jul-22,33,29,Curriculum and Instruction,ED,A
202205,31302,AE,306,A01,PAINTING,LEC,"Hellner, Rachel",1.5,M,MAC,A195,830,1020,MTWRF,02-Jun-22,24-Jun-22,33,22,Curriculum and Instruction,ED,A
202205,31692,AE,306,A03,PAINTING,LEC,"Redhead, Leslie",1.5,ONL,,,1430,1620,MTWRF,02-Jun-22,24-Jun-22,40,28,Curriculum and Instruction,ED,A
202205,31303,AE,306,A02,PAINTING,LEC,"Tandon, Shruti",1.5,ONL,,,1230,1420,MTWRF,02-Jun-22,24-Jun-22,40,37,Curriculum and Instruction,ED,A
202205,31358,AE,307,A02,PRINTMAKING,LEC,"Hibbard, Karen",1.5,M,MAC,A094,1230,1420,MTWRF,27-Jul-22,19-Aug-22,31,26,Curriculum and Instruction,ED,A
202205,31277,AE,307,A01,PRINTMAKING,LEC,"Hellner, Rachel",1.5,M,MAC,A094,1230,1420,MTWRF,09-May-22,01-Jun-22,33,30,Curriculum and Instruction,ED,A
202205,31098,AE,308,A01,SCULPTURE,LEC,"Burgoyne, Claire",1.5,M,MAC,A195,1330,1550,MW,09-May-22,24-Jun-22,33,25,Curriculum and Instruction,ED,A
202205,31224,AE,309,A02,INTRO CERAMIC HAND TECHNIQUE,LEC,"Loria, Mary",1.5,M,MAC,A096,1330,1550,TR,04-Jul-22,19-Aug-22,30,26,Curriculum and Instruction,ED,A
202205,31099,AE,309,A01,INTRO CERAMIC HAND TECHNIQUE,LEC,"Rasmussen, Regan",1.5,M,MAC,A096,1330,1550,TR,09-May-22,24-Jun-22,30,28,Curriculum and Instruction,ED,A
202205,31322,AE,310,A01,INTRO TO APPLIED DESIGN,LEC,"Tandon, Shruti",1.5,M,MAC,A193,1030,1220,MTWRF,04-Jul-22,26-Jul-22,33,15,Curriculum and Instruction,ED,A
202205,31100,AE,319,A01,PHOTOGRAPHY,LEC,"Nicholson, Tara",1.5,M,MAC,A094,900,1120,TR,09-May-22,24-Jun-22,33,16,Curriculum and Instruction,ED,A
202205,31101,AE,319,A02,PHOTOGRAPHY,LEC,"Nicholson, Tara",1.5,M,MAC,A094,1530,1750,WF,09-May-22,24-Jun-22,30,26,Curriculum and Instruction,ED,A
202205,31225,AE,319,A03,PHOTOGRAPHY,LEC,"Geen, Emily",1.5,M,MAC,A094,1530,1750,TR,04-Jul-22,19-Aug-22,33,24,Curriculum and Instruction,ED,A
202205,31359,AE,322,A02,DIGITAL ARTS,LEC,"Hash, Colton",1.5,M,MAC,D211,1030,1220,MTWRF,27-Jul-22,19-Aug-22,29,23,Curriculum and Instruction,ED,A
202205,31102,AE,322,A01,DIGITAL ARTS,LEC,"Mills, Melissa",1.5,M,MAC,D211,930,1150,WF,09-May-22,24-Jun-22,30,22,Curriculum and Instruction,ED,A
202205,31103,AE,322,A03,DIGITAL ARTS,LEC,"Mills, Melissa",1.5,M,MAC,D211,1330,1550,WF,09-May-22,24-Jun-22,30,24,Curriculum and Instruction,ED,A
202205,31304,AE,330,A01,VISUAL DESIGN FOR MARKETING,LEC,"Wiebe, Michelle",1.5,M,MAC,A193,1030,1220,MTWRF,02-Jun-22,24-Jun-22,33,17,Curriculum and Instruction,ED,A
202205,30019,AGEI,473,A01,CHRONIC DISEASE AND AGEING,LEC,"Savage, Robert",1.5,M,,,,,,04-May-22,29-Jul-22,25,3,Public Health & Social Policy,HS,A
202205,31305,AHVS,230,A01,MONUMENTS OF S+SE ASIA,LEC,"Wright, Astri",1.5,ONL,,,1030,1220,MTWRF,02-Jun-22,24-Jun-22,51,33,Art History & Visual Studies,FA,A
202205,31278,AHVS,310D,A01,ENVIRONMENTAL ART,LEC,"Dudley, Dennine",1.5,M,FIA,103,1230,1420,MTWRF,09-May-22,01-Jun-22,50,24,Art History & Visual Studies,FA,A
202205,31279,AHVS,355A,A01,OLD KINGDOM ARTS OF EGYPT,LEC,"Dudley, Dennine",1.5,M,FIA,103,1030,1220,MTWRF,09-May-22,01-Jun-22,50,22,Art History & Visual Studies,FA,A
202205,31280,AHVS,370F,A01,APOCALYPTIC THEMES IN FILM,LEC,"Parry, Mitch",1.5,M,FIA,103,1430,1620,MTWRF,09-May-22,01-Jun-22,50,46,Art History & Visual Studies,FA,A
202205,31441,AHVS,488W,A01,COMM ENGAGEMENT/SOCIAL CHANGE,LEC,"Matelic, Candace",1.5,ONL,,,,,,09-May-22,14-Aug-22,25,12,Art History & Visual Studies,FA,A
202205,31442,AHVS,489L,A01,HERITAGE CONSERVATION PLANNING,LEC,"Vattay, Sharon",1.5,ONL,,,,,,09-May-22,14-Aug-22,30,5,Art History & Visual Studies,FA,A
202205,30020,AHVS,491B,A01,PRACTICUM:CULTRL RSOUCE MNGMNT,LEC,"Reitsma, Maxine",1.5,OFF,,,,,,04-May-22,29-Jul-22,8,0,Art History & Visual Studies,FA,A
202205,30021,AHVS,491B,A02,PRACTICUM:CULTRL RSOUCE MNGMNT,LEC,"Reitsma, Maxine",3,OFF,,,,,,04-May-22,29-Jul-22,8,0,Art History & Visual Studies,FA,A
202205,31860,AHVS,590,A01,DIRECTED STUDIES MA LEVEL,L01,"Campbell, Erin",1.5,OFF,,,,,,04-May-22,17-Aug-22,1,1,Art History & Visual Studies,FA,A
202205,30023,AHVS,598,A02,RESEARCH PAPER,LEC,TBD,4.5,OFF,,,,,,04-May-22,29-Jul-22,100,3,Art History & Visual Studies,FA,A
202205,30022,AHVS,598,A01,RESEARCH PAPER,LEC,TBD,4.5,M,,,,,,04-May-22,29-Jul-22,100,8,Art History & Visual Studies,FA,A
202205,30025,AHVS,693,A02,CANDIDACY EXAM,LEC,TBD,3,OFF,,,,,,04-May-22,29-Jul-22,100,1,Art History & Visual Studies,FA,A
202205,30024,AHVS,693,A01,CANDIDACY EXAM,LEC,TBD,3,M,,,,,,04-May-22,29-Jul-22,100,3,Art History & Visual Studies,FA,A
202205,30026,AHVS,699,A01,PHD DISSERTATION,LEC,TBD,30,M,,,,,,04-May-22,29-Jul-22,100,3,Art History & Visual Studies,FA,A
202205,30027,AHVS,699,A02,PHD DISSERTATION,LEC,TBD,30,OFF,,,,,,04-May-22,29-Jul-22,100,2,Art History & Visual Studies,FA,A
202205,30876,ANTH,1,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,9,Anthropology,SS,A
202205,30877,ANTH,2,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,0,Anthropology,SS,A
202205,30878,ANTH,3,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,1,Anthropology,SS,A
202205,30879,ANTH,4,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,0,Anthropology,SS,A
202205,30880,ANTH,5,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,0,Anthropology,SS,A
202205,31105,ANTH,100,T01,INTRO TO ANTH,TUT,TBD,0,ONL,,,,,,09-May-22,24-Jun-22,38,31,Anthropology,SS,A
202205,31106,ANTH,100,T02,INTRO TO ANTH,TUT,TBD,0,ONL,,,,,,09-May-22,24-Jun-22,38,22,Anthropology,SS,A
202205,31104,ANTH,100,A01,INTRO TO ANTH,LEC,"Levine, Amy",1.5,ONL,,,900,1050,MW,09-May-22,24-Jun-22,75,53,Anthropology,SS,A
202205,31107,ANTH,200,A01,CULTURAL AND SOCIAL ANTH,LEC,"Gauthier, Melissa",1.5,M,MAC,D116,1030,1150,MW,09-May-22,24-Jun-22,50,16,Anthropology,SS,A
202205,31108,ANTH,200,T01,CULTURAL AND SOCIAL ANTH,TUT,"Gauthier, Melissa",0,M,MAC,D116,1200,1320,MW,09-May-22,24-Jun-22,50,16,Anthropology,SS,A
202205,31109,ANTH,314,A01,ECONOMIC ANTHROPOLOGY,LEC,"Gauthier, Melissa",1.5,M,HHB,110,1230,1450,TR,09-May-22,24-Jun-22,45,30,Anthropology,SS,A
202205,31110,ANTH,319,A01,ARCHAEOLOGY + BIOLOGICAL ANTH,LEC,"Calce, Stephanie",1.5,M,COR,B250,1030,1250,TR,09-May-22,24-Jun-22,20,5,Anthropology,SS,A
202205,31503,ANTH,343,A01,ARCHAEOLOGIC FIELD TECH,LEC,"McKechnie, Iain",1.5,OFF,,,,,,04-Jul-22,23-Jul-22,14,13,Anthropology,SS,A
202205,31513,ANTH,344,A01,REGIONAL TPCS:ARCHAEOLOGY,L01,"McKechnie, Iain",1.5,OFF,,,,,,25-Jul-22,12-Aug-22,15,15,Anthropology,SS,A
202205,31113,ANTH,352,B02,HUMAN OSTEOLOGY,LAB,TBD,0,M,COR,B250,1500,1650,WR,09-May-22,24-Jun-22,20,12,Anthropology,SS,A
202205,31111,ANTH,352,A01,HUMAN OSTEOLOGY,LEC,"Donaldson, Ranald",1.5,M,HHB,116,1830,2020,MT,09-May-22,24-Jun-22,40,14,Anthropology,SS,A
202205,31112,ANTH,352,B01,HUMAN OSTEOLOGY,LAB,TBD,0,M,COR,B250,1800,1950,WR,09-May-22,24-Jun-22,20,2,Anthropology,SS,A
202205,31323,ANTH,384,A01,FORENSIC ANTH FIELD COURSE,LEC,"Calce, Stephanie",1.5,M,COR,B235,900,1350,MWF,04-Jul-22,26-Jul-22,24,15,Anthropology,SS,A
202205,31114,ANTH,398,A01,LIFE+DEATH IN THE VIKING WORLD,LEC,"McGuire, Erin",1.5,M,COR,B235,1430,1620,MW,09-May-22,24-Jun-22,24,12,Anthropology,SS,A
202205,31281,ANTH,483,A01,SEMINAR:CULTURAL ANTHROPOLOGY,L01,"Walsh, Andrea",1.5,M,,,1300,1620,MWF,09-May-22,01-Jun-22,15,8,Anthropology,SS,A
202205,31723,ANTH,493,A01,DIR S IN ANTH:CULT ANTH,LEC,"Boudreault-Fournier, Alexandrine",1.5,M,,,,,,04-May-22,29-Jul-22,1,2,Anthropology,SS,A
202205,30028,ANTH,516,A01,SEM ANTH RESEARCH METHODS,L01,TBD,1.5,M,,,,,,04-May-22,22-Aug-22,10,1,Anthropology,SS,A
202205,31749,ANTH,590,A01,DIRECTED STUDIES,LEC,"Boudreault-Fournier, Alexandrine",1.5,OFF,,,,,,04-May-22,17-Aug-22,1,1,Anthropology,SS,A
202205,30029,ANTH,597,A01,THESIS PROPOSAL DEVELOPMENT,LEC,TBD,3,M,,,,,,04-May-22,22-Aug-22,100,6,Anthropology,SS,A
202205,30030,ANTH,597,A02,THESIS PROPOSAL DEVELOPMENT,LEC,TBD,3,OFF,,,,,,04-May-22,22-Aug-22,100,4,Anthropology,SS,A
202205,30031,ANTH,599,A01,THESIS,LEC,TBD,7.5,M,,,,,,04-May-22,22-Aug-22,100,8,Anthropology,SS,A
202205,30032,ANTH,599,A02,THESIS,LEC,TBD,7.5,OFF,,,,,,04-May-22,22-Aug-22,100,6,Anthropology,SS,A
202205,30033,ANTH,693,A01,PHD CANDIDACY EXAMINATION,LEC,TBD,3,M,,,,,,04-May-22,22-Aug-22,100,4,Anthropology,SS,A
202205,30034,ANTH,693,A02,PHD CANDIDACY EXAMINATION,LEC,TBD,3,OFF,,,,,,04-May-22,22-Aug-22,100,1,Anthropology,SS,A
202205,30036,ANTH,699,A02,DISSERTATION,LEC,TBD,20,OFF,,,,,,04-May-22,22-Aug-22,100,3,Anthropology,SS,A
202205,30035,ANTH,699,A01,DISSERTATION,LEC,TBD,20,M,,,,,,04-May-22,22-Aug-22,100,5,Anthropology,SS,A
202205,31515,ART,141,A02,INTRO CONTEMP ART PHOTO,LEC,"Liu, Yang",1.5,PW,,,1600,1820,MTWRF,02-Aug-22,19-Aug-22,15,1,Visual Arts,FA,A
202205,31514,ART,141,A01,INTRO CONTEMP ART PHOTO,LEC,"Liu, Yang",1.5,ONL,,,1600,1820,MTWRF,02-Aug-22,19-Aug-22,80,74,Visual Arts,FA,A
202205,31437,ART,351,A01,SPECIAL STUDIES,LEC,"Olson, Leanne",3,M,VIA,A248,930,1220,MTWRF,09-May-22,10-Jun-22,25,15,Visual Arts,FA,A
202205,31437,ART,351,A01,SPECIAL STUDIES,LEC,"Olson, Leanne",3,M,VIA,A141,930,1220,MTWRF,09-May-22,10-Jun-22,25,15,Visual Arts,FA,A
202205,31804,ART,390,A01,DIRECTED STUDIES: VISUAL ARTS,L01,"Bomford, Cedric",1.5,ONL,,,,,,04-Jul-22,26-Jul-22,1,1,Visual Arts,FA,A
202205,30037,ART,570,A01,INDEPENDENT STUDY,LEC,"Richardson, Kelly",3,M,,,,,,04-May-22,29-Jul-22,7,5,Visual Arts,FA,A
202205,30038,ART,570,A02,INDEPENDENT STUDY,LEC,TBD,3,OFF,,,,,,04-May-22,29-Jul-22,3,0,Visual Arts,FA,A
202205,31657,ART,598,A01,M F A DEGREE EXHIBITION,LEC,TBD,0,M,,,,,,04-May-22,22-Aug-22,25,4,Visual Arts,FA,A
202205,31115,ASL,100A,A01,AMERICAN SIGN LANGUAGE I,LEC,"Lane, Tim",1.5,ONL,,,930,1320,TR,09-May-22,24-Jun-22,30,30,Linguistics,HU,A
202205,31116,ASL,100B,A01,AMERICAN SIGN LANGUAGE II,LEC,"Lane, Tim",1.5,ONL,,,930,1320,MW,09-May-22,24-Jun-22,30,23,Linguistics,HU,A
202205,31394,ASTR,101,B02,EXPLORING THE NIGHT SKY,LAB,TBD,0,M,BWC,A111,1430,1720,W,02-May-22,24-Jun-22,18,11,Physics and Astronomy,SC,A
202205,31397,ASTR,101,B05,EXPLORING THE NIGHT SKY,LAB,TBD,0,M,BWC,A111,1830,2120,T,02-May-22,24-Jun-22,18,12,Physics and Astronomy,SC,A
202205,31395,ASTR,101,B03,EXPLORING THE NIGHT SKY,LAB,TBD,0,M,BWC,A111,1430,1720,R,02-May-22,24-Jun-22,18,7,Physics and Astronomy,SC,A
202205,31393,ASTR,101,B01,EXPLORING THE NIGHT SKY,LAB,TBD,0,M,BWC,A111,1430,1720,T,02-May-22,24-Jun-22,18,10,Physics and Astronomy,SC,A
202205,31392,ASTR,101,A01,EXPLORING THE NIGHT SKY,LEC,"Martin, Travis",1.5,M,BWC,A104,1030,1150,TWF,02-May-22,24-Jun-22,90,40,Physics and Astronomy,SC,A
202205,31667,ATWP,135,A06,ACADEMIC READING+WRITING,LEC,"El Hajj, Tracey",1.5,ONL,,,,,,09-May-22,24-Jun-22,30,23,Humanities,HU,A
202205,31227,ATWP,135,A04,ACADEMIC READING+WRITING,LEC,"Henderson, Eric",1.5,ONL,,,,,,04-Jul-22,19-Aug-22,30,26,Humanities,HU,A
202205,31748,ATWP,135,A07,ACADEMIC READING+WRITING,LEC,"Gaudet, Loren",1.5,ONL,,,,,,09-May-22,24-Jun-22,30,24,Humanities,HU,A
202205,31226,ATWP,135,A02,ACADEMIC READING+WRITING,LEC,"Sanghara, Harb",1.5,ONL,,,,,,04-Jul-22,19-Aug-22,30,24,Humanities,HU,A
202205,31449,ATWP,135,A05,ACADEMIC READING+WRITING,LEC,"Lawrence, Randy",1.5,ONL,,,,,,30-May-22,29-Jul-22,18,11,Humanities,HU,A
202205,31448,ATWP,135,A03,ACADEMIC READING+WRITING,LEC,"Lawrence, Randy",1.5,PW,,,,,,30-May-22,29-Jul-22,6,6,Humanities,HU,A
202205,31117,ATWP,135,A01,ACADEMIC READING+WRITING,LEC,"Humphreys, Sara",1.5,ONL,,,,,,09-May-22,24-Jun-22,30,28,Humanities,HU,A
202205,30881,BCMB,1,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,38,Biochemistry & Microbiology,SC,A
202205,30882,BCMB,2,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,15,Biochemistry & Microbiology,SC,A
202205,30883,BCMB,3,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,13,Biochemistry & Microbiology,SC,A
202205,30884,BCMB,4,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,10,Biochemistry & Microbiology,SC,A
202205,30885,BCMB,5,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,0,Biochemistry & Microbiology,SC,A
202205,30886,BCMB,6,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,0,Biochemistry & Microbiology,SC,A
202205,30887,BCMB,7,W01,CO-OP WORK TERM,WRK,TBD,4.5,OFF,,,,,,04-May-22,17-Aug-22,999,0,Biochemistry & Microbiology,SC,A
202205,31324,BCMB,298,B06,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,04-Jul-22,26-Jul-22,100,0,Biochemistry & Microbiology,SC,A
202205,31228,BCMB,298,B03,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,04-Jul-22,19-Aug-22,100,0,Biochemistry & Microbiology,SC,A
202205,31306,BCMB,298,B05,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,02-Jun-22,24-Jun-22,100,0,Biochemistry & Microbiology,SC,A
202205,31282,BCMB,298,B04,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,09-May-22,01-Jun-22,100,0,Biochemistry & Microbiology,SC,A
202205,31119,BCMB,298,B02,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,09-May-22,24-Jun-22,100,0,Biochemistry & Microbiology,SC,A
202205,30039,BCMB,298,B01,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,04-May-22,29-Jul-22,100,0,Biochemistry & Microbiology,SC,A
202205,31360,BCMB,298,B07,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,27-Jul-22,19-Aug-22,100,0,Biochemistry & Microbiology,SC,A
202205,31120,BCMB,301A,B01,LAB TECHNIQUES & PROJECTS I,GLB,"Keliher, Janice; Hamer, Alison; Maffey, Allison; White, Adrienne",1.5,M,PCH,141,1300,1450,TR,09-May-22,24-Jun-22,24,22,Biochemistry & Microbiology,SC,A
202205,31120,BCMB,301A,B01,LAB TECHNIQUES & PROJECTS I,GLB,"Keliher, Janice; Hamer, Alison; Maffey, Allison; White, Adrienne",1.5,M,PCH,141,1300,1650,MW,09-May-22,24-Jun-22,24,22,Biochemistry & Microbiology,SC,A
202205,31229,BCMB,301B,B01,LAB TECHNIQUES & PROJECTS II,GLB,"Keliher, Janice; Hamer, Alison; Maffey, Allison",1.5,M,PCH,141,1300,1450,TR,04-Jul-22,19-Aug-22,24,18,Biochemistry & Microbiology,SC,A
202205,31229,BCMB,301B,B01,LAB TECHNIQUES & PROJECTS II,GLB,"Keliher, Janice; Hamer, Alison; Maffey, Allison",1.5,M,PCH,141,1300,1650,MW,04-Jul-22,19-Aug-22,24,18,Biochemistry & Microbiology,SC,A
202205,31325,BCMB,398,B06,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,04-Jul-22,26-Jul-22,100,0,Biochemistry & Microbiology,SC,A
202205,31307,BCMB,398,B05,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,02-Jun-22,24-Jun-22,100,0,Biochemistry & Microbiology,SC,A
202205,31283,BCMB,398,B04,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,09-May-22,01-Jun-22,100,0,Biochemistry & Microbiology,SC,A
202205,31361,BCMB,398,B07,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,27-Jul-22,19-Aug-22,100,0,Biochemistry & Microbiology,SC,A
202205,30040,BCMB,398,B01,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,04-May-22,29-Jul-22,100,0,Biochemistry & Microbiology,SC,A
202205,31121,BCMB,398,B02,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,09-May-22,24-Jun-22,100,0,Biochemistry & Microbiology,SC,A
202205,31230,BCMB,398,B03,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,04-Jul-22,19-Aug-22,100,0,Biochemistry & Microbiology,SC,A
202205,31122,BCMB,406A,B01,RESEARCH LAB TECHNIQUES I,GLB,"Kerr, Valerie; Busby, Ellen; Redpath, Stephen; Wall, Erika",1.5,M,PCH,159,1230,1720,MW,09-May-22,24-Jun-22,28,26,Biochemistry & Microbiology,SC,A
202205,31122,BCMB,406A,B01,RESEARCH LAB TECHNIQUES I,GLB,"Kerr, Valerie; Busby, Ellen; Redpath, Stephen; Wall, Erika",1.5,M,PCH,159,1230,1420,TR,09-May-22,24-Jun-22,28,26,Biochemistry & Microbiology,SC,A
202205,31231,BCMB,406B,B01,RESEARCH LAB TECHNIQUES II,GLB,"Wall, Erika; Kerr, Valerie",1.5,M,PCH,159,1230,1720,MW,04-Jul-22,19-Aug-22,28,23,Biochemistry & Microbiology,SC,A
202205,31231,BCMB,406B,B01,RESEARCH LAB TECHNIQUES II,GLB,"Wall, Erika; Kerr, Valerie",1.5,M,PCH,159,1230,1420,TR,04-Jul-22,19-Aug-22,28,23,Biochemistry & Microbiology,SC,A
202205,31232,BCMB,498,B03,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,04-Jul-22,19-Aug-22,100,2,Biochemistry & Microbiology,SC,A
202205,31308,BCMB,498,B05,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,02-Jun-22,24-Jun-22,100,0,Biochemistry & Microbiology,SC,A
202205,31326,BCMB,498,B06,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,04-Jul-22,26-Jul-22,100,0,Biochemistry & Microbiology,SC,A
202205,31284,BCMB,498,B04,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,09-May-22,01-Jun-22,100,0,Biochemistry & Microbiology,SC,A
202205,31123,BCMB,498,B02,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,09-May-22,24-Jun-22,100,2,Biochemistry & Microbiology,SC,A
202205,30041,BCMB,498,B01,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,04-May-22,29-Jul-22,100,0,Biochemistry & Microbiology,SC,A
202205,31362,BCMB,498,B07,RESEARCH EXPERIENCE,GLB,TBD,0,M,,,,,,27-Jul-22,19-Aug-22,100,0,Biochemistry & Microbiology,SC,A
